Puan,Yorum,label,clean_text,question_count,upper_ratio,avg_word,positive_count,negation_count,exclamation_count,char_count
"5,0",Senaryosu gayet güzeldi. Özgün müdür değil midir bilmiyorum ama oyunculuklarla ortaya güzel bir iş çıkmış. Emeklerine sağlık.,1,senaryosu gayet güzeldi özgün müdür değil midir bilmiyorum oyunculuklarla ortaya güzel bir iş çıkmış emeklerine sağlık,0,0.024,6.411764705882353,1,1,0,125
"5,0",Tek kelime ile kusursuz bir film olmus. Aras Bulut ozellikle emegini guzel ortaya koymus. Emegi gecenlerin ellerine saglik,1,tek kelime kusursuz bir film olmus ara bulut ozellikle emegini guzel ortaya koymus emegi gecenlerin ellerine saglik,0,0.03278688524590164,5.833333333333333,0,0,0,122
"5,0",Türkiye de gelmiş geçmiş en iyi film! Oyuncuları olsun senaryosu olsun kusursuz ve mükemmel! Böyle çalışmalara devam..,1,türkiye gelmiş geçmiş iyi film oyuncuları olsun senaryosu olsun kusursuz mükemmel böyle çalışmalara devam,0,0.025423728813559324,6.0,1,0,2,118
"5,0",Türk dram filmleri arasında üst sıraları zorlayabilecek nitelikte kaliteli bir yapım. Aras Bulut İynemlinin oyunculuğu kendine hayran bırakacak derecede iyi. Bu yüzden puanım 5 üzerinden 5.,1,türk dram filmleri arasında üst sıraları zorlayabilecek nitelikte kaliteli bir yapım ara bulut i̇ynemlinin oyunculuğu kendine hayran bırakacak derecede iyi yüzden puanım üzerinden,0,0.026455026455026454,6.3076923076923075,0,0,0,189
"5,0","Film çok güzeldi, tüm oyuncular rollerini muhteşem oynamışlar. Duygusal, hüzünlü bir hikaye olmasına rağmen roller aşırı dramatize edilmemiş, sürekli ağlama vb. gibi oyunculuk sergilenmemesi çok iyiydi. Genellikle dramlarda durumlar, oyunculuklar biraz fazlaca dramatize ediliyor. Filmin bu duruma yöneltilmemiş olması harika. Herkese izlemelerini mutlaka tavsiye ediyorum.",1,film güzeldi oyuncular rollerini muhteşem oynamışlar duygusal hüzünlü bir hikaye olmasına rağmen roller aşırı dramatize edilmemiş sürekli ağlama vb oyunculuk sergilenmemesi iyiydi genellikle dramlarda durumlar oyunculuklar biraz fazlaca dramatize ediliyor filmin duruma yöneltilmemiş olması harika herkese izlemelerini mutlaka tavsiye ediyorum,0,0.013404825737265416,7.311111111111111,2,0,0,373
"5,0",Son zamanların en güzel filmi olmuş bence. Aras bulut iynemli bi filmdeki rolünü muhteşem oynuyorsun tebriklerr.,1,son zamanların güzel filmi olmuş bence ara bulut iynemli bi filmdeki rolünü muhteşem oynuyorsun tebriklerr,0,0.017241379310344827,6.3125,1,0,0,116
"5,0",Cok güzeldi pecetesiz girmeyin memo ve yavrusu unutamamm.Aras iynemli o nasil bir oyunculuktu yine hayran kaldim.,1,cok güzeldi pecetesiz girmeyin memo yavrusu unutamammaras iynemli nasil bir oyunculuktu yine hayran kaldim,0,0.017699115044247787,6.125,0,0,0,113
"3,0","Bir kısım Türk seyircisinin sinema anlayışında şöyle bir durum vardır: Ağlatan veya güldüren film muhteşemdir, çok kalitelidir. Sonuçta duygularına hitap etmiştir, onu bir şekilde içine çekmeyi, hikayeye dahil etmeyi başarmıştır. Sinemamızda pek çok örnek vardır bu durum ile ilgili. Hüngür hüngür ağlatmayan veya güldürmeyen, ancak mesajını/derdini üstü kapalı olsa da aslında çok daha derinden anlatmayı başaran filmler ise pek sevilmez, çünkü o mesajları anlamak için biraz kafa yormak, düşünmek gerekir, bu grup da genellikle 'sanat filmi' diye adeta kötülenen kategorideki filmlerdir. Bu anlayışı kesinlikle yadırgama niyetiyle vurgulamadım. Bir durum tespiti, gözlem gibi düşünelim. Hatta ben de bazen bu şekilde bakabiliyorum bazı filmlere. ""7. Koğuştaki Mucize"" tam da böyle bir yapım. Sempatiklik anlamında sarışın ve mavi/yeşil gözlü küçük kız çocuğumuz da eksik değil tabii. Sinemasal değerlendirmelerden neredeyse hiç bahsetmeyip her izleyenin 'inanılmaz ağladım' yorumu yaptığı bir film. Hatta 'inanılmaz ağladım, mutlaka görmelisin' yorumları. Uzun konu. Kısacası, inanılmaz ölçüde klişeler ve mantıksızlıklar barındıran, finaliyle de aslında önemli ölçüde havada kalmış, izlenme sayıları ile insanımızın halen genel bir sinema kültürü edinmekten ne kadar uzak olduğunu bir defa daha kanıtlayan bir yapım. Bir yandan böyle filmlerin de artması gerekiyor kuşkusuz. Böyle böyle kalite artacaktır.",0,bir kısım türk seyircisinin sinema anlayışında şöyle bir durum vardır ağlatan güldüren film muhteşemdir kalitelidir sonuçta duygularına hitap etmiştir onu bir şekilde içine çekmeyi hikayeye dahil etmeyi başarmıştır sinemamızda pek örnek vardır durum ilgili hüngür hüngür ağlatmayan güldürmeyen ancak mesajınıderdini üstü kapalı olsa derinden anlatmayı başaran filmler pek sevilmez mesajları anlamak biraz kafa yormak düşünmek gerekir grup genellikle sanat filmi adeta kötülenen kategorideki filmlerdir anlayışı kesinlikle yadırgama niyetiyle vurgulamadım bir durum tespiti gözlem düşünelim hatta ben bazen şekilde bakabiliyorum filmlere koğuştaki mucize tam böyle bir yapım sempatiklik anlamında sarışın maviyeşil gözlü küçük kız çocuğumuz eksik değil tabii sinemasal değerlendirmelerden neredeyse bahsetmeyip izleyenin inanılmaz ağladım yorumu yaptığı bir film hatta inanılmaz ağladım mutlaka görmelisin yorumları uzun konu kısacası inanılmaz ölçüde klişeler mantıksızlıklar barındıran finaliyle önemli ölçüde havada kalmış izlenme sayıları insanımızın halen genel bir sinema kültürü edinmekten kadar uzak olduğunu bir kanıtlayan bir yapım bir yandan böyle filmlerin artması gerekiyor kuşkusuz böyle böyle kalite artacaktır,0,0.01278409090909091,6.41578947368421,3,2,0,1408
"5,0",Bir film ancak bu kadar güzel olabilirdi harika bir dram sürükleyiciliğle ve süprizleriyle seyirciyi içine çekiyor muhteşem,1,bir film ancak kadar güzel olabilirdi harika bir dram sürükleyiciliğle süprizleriyle seyirciyi içine çekiyor muhteşem,0,0.008130081300813009,6.294117647058823,1,0,0,123
"4,0",Film çok güzeldi ama efsane yapılabilirdi. Düşünsenize Ova ve babası yurt dışına gitmiş ve Ova orada İnsan Hakları Mahkemesine başkan oluyor. Yarbay ise Türkiye'de bütün mahkemelerde suçlu çıkınca İnsan Hakları Mahkemesine başvuruyor ve cezasını kesen Ova oluyor.,1,film güzeldi efsane yapılabilirdi düşünsenize ovum babası yurt dışına gitmiş ovum orada i̇nsan hakları mahkemesine başkan oluyor yarbay türkiyede bütün mahkemelerde suçlu çıkınca i̇nsan hakları mahkemesine başvuruyor cezasını kesen ovum oluyor,0,0.049429657794676805,6.135135135135135,1,0,0,263
"5,0",aras abi Allah için napıyosun ya kızla beraber gittik ağladım kızın yanında bu nası oyunculuk bu nası film,1,ara abi allah napıyosun kızla beraber gittik ağladım kızın yanında nası oyunculuk nası film,0,0.009433962264150943,4.944444444444445,0,0,0,106
"5,0","Özellikle benim gibi kız babaları için, kalbe sağlanan hançer gibi bir film. Ama en çok dikkatimi çeken şey 
spoiler: 
yarbayın Allah gibi tasfir edilmesi
. Doğru tespit. O zaman da, bu zaman da güç kimdeyse, bizim toplumda korkudan sebep böyle tasvirler hep oldu. O zaman askerlerdi, ve doğru, oldu bunlar, bugün de başkaları. Kötü adamların da iyisi olur dedirten, vicdanları parçalayan bir film. Aras'ı da rolünde çok başarılı buldum.",1,özellikle benim kız babaları kalbe sağlanan hançer bir film dikkatimi çeken spoiler yarbayın allah tasfir edilmesi doğru tespit zaman zaman güç kimdeyse bizim toplumda korkudan sebep böyle tasvirler oldu zaman askerlerdi doğru oldu bunlar bugün başkaları kötü adamların iyisi olur dedirten vicdanları parçalayan bir film arası rolünde başarılı buldum,0,0.018306636155606407,5.318840579710145,2,0,0,437
"5,0","Filmin kore versiyonu olabilir ama unutmayın geçtiğimiz yıllarda oscarı yine koreden uyarlanan bir film aldı. Film iyi denebilecek seviyede fakat Aras Bulut İyinemli harika oynamış, tebrikler",1,filmin kore versiyonu olabilir unutmayın geçtiğimiz yıllarda oscarı yine koreden uyarlanan bir film aldı film iyi denebilecek seviyede fakat ara bulut i̇yinemli harika oynamış tebrikler,0,0.02617801047120419,6.384615384615385,1,0,0,191
"5,0",Hayatımda izlediğim en güzel filmlerden biriydi... mutlaka izlenmesi gereken bir film.eger izlemediyseniz tavsiye ederim.,1,hayatımda izlediğim güzel filmlerden biriydi mutlaka izlenmesi gereken bir filmeger izlemediyseniz tavsiye ederim,0,0.008264462809917356,7.714285714285714,1,0,0,121
"5,0",Bu hafta sonu gidicez inş bir haftadır ağlıyoruz sınıfça. Shdixajcsjxwjwcieviegi3fu0efkeveiceigekevkevieceifeiceicekceigeievievkvwuegiefieguecekgeieoheifeigeieg,1,hafta sonu gidicez inş bir haftadır ağlıyoruz sınıfça shdixajcsjxwjwcieviegifuefkeveiceigekevkevieceifeiceicekceigeievievkvwuegiefieguecekgeieoheifeigeieg,0,0.0125,15.1,0,0,0,160
"5,0",BÜTÜN ARKADAŞLARIMA ŞİDDETLE ÖNERDİĞİM MUAZZAM BİR FİLM. HERŞEYİ BIRAK ARAS BULUT VAR YAHU GİDİLMEZMİ :)),1,bütün arkadaşlarima şi̇ddetle önerdi̇ği̇m muazzam bi̇r fi̇lm herşeyi̇ birak ara bulut var yahu gi̇di̇lmezmi̇,0,0.8285714285714286,6.066666666666666,0,0,0,105
"4,5",Filimi genel olarak iyi buldum oyunculuk ve duyguyu iyi hissettiriyor sadece tek sıkıntısı senaryosu daha önceden çekilmiş bi filimden uyarlanması biraz kötü olmuş,1,filimi genel olarak iyi buldum oyunculuk duyguyu iyi hissettiriyor sadece tek sıkıntısı senaryosu önceden çekilmiş bi filimden uyarlanması biraz kötü olmuş,0,0.006134969325153374,6.130434782608695,2,0,0,163
"4,0",Gerçekten bşarılıydı. Çoğu sahneden ağlamamak için zor tuttum gerek Aras Bulutun oyunculugu gerek diger oyuncularin oyunculuklrı çok iyiydi kesinlikle tabsiye ederim,1,gerçekten bşarılıydı çoğu sahneden ağlamamak zor tuttum gerek ara bulutun oyunculugu gerek diger oyuncularin oyunculuklrı iyiydi kesinlikle tabsiye ederim,0,0.024242424242424242,6.904761904761905,1,0,0,165
"5,0",Tüm salon hungür hüngür ağladı ve ayrica benimde ağlamaktan başıma ağrı girdi uzun zamandir böyle içten hissettiren bir film izlememiştim. Ve ayrıca filmden hayran hayran yeni çıktım  bu filme yorum yapabilmek için de buraya üye oldum :),1,salon hungür hüngür ağladı ayrica benimde ağlamaktan başıma ağrı girdi uzun zamandir böyle içten hissettiren bir film izlememiştim ayrıca filmden hayran hayran yeni çıktım filme yorum yapabilmek buraya üye oldum,0,0.008438818565400843,5.405405405405405,0,0,0,237
"5,0",Tek kelimeyle mükemmel. Herkesin izlemesi gereken bir film. İzlemek isteyenler yanına peçete almayı unutmasınlar çok lazım oluyor :/,1,tek kelimeyle mükemmel herkesin izlemesi gereken bir film i̇zlemek isteyenler yanına peçete almayı unutmasınlar lazım oluyor,0,0.022727272727272728,6.388888888888889,1,0,0,132
"0,5",Flimde üsteğmenin koğuşta mahkumları azarlarken o bir yarbay yani Allah demesi bu sahnede Haşa Allah böyle bişeyde nası geçer bir tutulur.,0,flimde üsteğmenin koğuşta mahkumları azarlarken bir yarbay allah demesi sahnede haşa allah böyle bişeyde nası geçer bir tutulur,0,0.028985507246376812,5.619047619047619,0,0,0,138
"4,0",Kaliteli bir senaryonun muhteşem oyunculuklarla harmanlanmış güzel bir uyarlama filmi. Kesinlikle gözyaşlarınızı tutamayacağınız bir film 8/10,1,kaliteli bir senaryonun muhteşem oyunculuklarla harmanlanmış güzel bir uyarlama filmi kesinlikle gözyaşlarınızı tutamayacağınız bir film,0,0.014084507042253521,7.9375,1,0,0,142
"5,0",Uyarlama olan filmleri bizim ülkemizde çok yapıyorlar ama birçoğu bence çok güzel oluyor.Öteki Taraf filmi uyarlamasından çok daha iyiydi ama değer bilinmedi.7.Koğuştaki Mucize filmide bir uyarlama film bizim dönemlere uygun şekilde yapılmış.Ben bu film çıkana kadar Kore filminden haberim yoktu ve izlemedim.Filme gelirsek tek kelimeyle enfes bir film olmuş.Oyunculuklar muhteşem ötesi herkes rolünü hakkıyla vermiş.Aras Bulut resmen döktürmüş kızını oynayan küçük çocuk süper oynadı.Filmde diyaloğu çok olmamasına rağmen mimikleri ile Mesut Akusta ve diğer bütün oyuncular döktürdü.Ağlanacak çok yer var ben çok duygulandım belki de içime atıp ağlamadım ama o kadar duygu yüklü anlam dolu bir film olmuş ki herkesin yüreğine sağlık.Filmin finali beklenmedik şekilde sürprizlerle bitti bence çokta iyi oldu.Adaletin bazen güçlünün yanında yer alıp suçsuz insanları mahkum etmesi dostluğun önemini anlatmasından dolayı biz filmi çok beğendik.,1,uyarlama olan filmleri bizim ülkemizde yapıyorlar birçoğu bence güzel oluyoröteki taraf filmi uyarlamasından iyiydi değer bilinmedikoğuştaki mucize filmide bir uyarlama film bizim dönemlere uygun şekilde yapılmışben film çıkana kadar kore filminden haberim yoktu izlemedimfilme gelirsek tek kelimeyle enfes bir film olmuşoyunculuklar muhteşem ötesi herkes rolünü hakkıyla vermişaras bulut resmen döktürmüş kızını oynayan küçük çocuk süper oynadıfilmde diyaloğu olmamasına rağmen mimikleri mesut akusta diğer bütün oyuncular döktürdüağlanacak yer var ben duygulandım içime atıp ağlamadım kadar duygu yüklü anlam dolu bir film olmuş herkesin yüreğine sağlıkfilmin finali beklenmedik şekilde sürprizlerle bitti bence çokta iyi olduadaletin bazen güçlünün yanında yer alıp suçsuz insanları mahkum etmesi dostluğun önemini anlatmasından dolayı filmi beğendik,0,0.018046709129511677,6.3671875,9,0,0,942
"5,0",Tek kelimeyle mükemmel duygu dolu bir film bu tür filmleri kaçırmamak gerektiğini düşünüyorum çünkü insanî değerlerimizi hatırlamamızı sağlıyor,1,tek kelimeyle mükemmel duygu dolu bir film tür filmleri kaçırmamak gerektiğini düşünüyorum insanî değerlerimizi hatırlamamızı sağlıyor,0,0.006993006993006993,7.0,1,0,0,143
"5,0",Herkese tavsiye edebileceğim yaş sınırı olmayan . ailecek izlenebilecek bir film . Aras bulut iyemli Sen harika bir detaysın...,1,herkese tavsiye edebileceğim yaş sınırı olmayan ailecek izlenebilecek bir film ara bulut iyemli sen harika bir detaysın,0,0.023622047244094488,5.7368421052631575,0,0,0,127
"4,5","Demek ki neymiş isteyince Türkler de güzel film yapabiliyormuş.Senaryosu ithal olmuş olsa da Türk sinema tarihinin en iyi filmlerinden biri. Oyunculuklar, mekanlar ve kurgu harika. Aras Bulut İynemli bu rol için en doğru kişi ve rolün hakkını da vermiş tebrikler. Küçük kızın yetişkinlik hali sonda gösterildiğinde insan ister istemez Memo nerde diye sormadan edemiyor onu da görmek istiyor.İkinci izleyişimde ufak hatalar görsem de bu filmin bir başyapıt olduğunu değiştiremez.Filmin finalini çok beğendim. Basit ve klasik bir sonla bitirmemişler. Harika bir ekip çalışması sonuç olarak da  harika bir film.",1,demek neymiş isteyince türkler güzel film yapabiliyormuşsenaryosu ithal olmuş olsa türk sinema tarihinin iyi filmlerinden oyunculuklar mekanlar kurgu harika ara bulut i̇ynemli rol doğru kişi rolün hakkını vermiş tebrikler küçük kızın yetişkinlik hali sonda gösterildiğinde insan ister istemez memo sormadan edemiyor onu görmek istiyori̇kinci izleyişimde ufak hatalar görsem filmin bir başyapıt olduğunu değiştiremezfilmin finalini beğendim basit klasik bir sonla bitirmemişler harika bir ekip çalışması sonuç olarak harika bir film,0,0.023026315789473683,5.909090909090909,3,0,0,608
"1,5",Bu filme gidip muhtesem di... diye yorum yapanlari anlamak oldukça güç ya hayatlarinda cidden muhteşem bir film izlememisler sevginin gucu gibi.. ya da ilkkez sinema deneyimi yaşıyorlar sonunu bir saat önceden tahmin edebildigim bir senaryo bana kaliteli gelmiyor ne yazikki boşa masraf yine insanlar yetekli oyuncu var nasilsa gider diye yapilmis bir filmin daha sonuna geldik bence bosa gitmeyin bir iki yerde gozlerim doldu hepsi bu fragmani daha etkileyici idi.... ,0,filme gidip muhtesem di yorum yapanlari anlamak oldukça güç hayatlarinda cidden muhteşem bir film izlememisler sevginin gucu ilkkez sinema deneyimi yaşıyorlar sonunu bir saat önceden tahmin edebildigim bir senaryo bana kaliteli gelmiyor yazikki boşa masraf yine insanlar yetekli oyuncu var nasilsa gider yapilmis bir filmin sonuna geldik bence bosa gitmeyin bir iki yerde gozlerim doldu fragmani etkileyici idi ,0,0.002127659574468085,5.633802816901408,0,0,0,470
"5,0",Çok  beyedim çok ta alatan sahneler oldundan eminim ekranlara gelmesini sabırsızlıkla bekliyorum  boyle guzel sinemalara isalah devaml gelir ama cukur  çok izledim bir dizi,1,beyedim ta alatan sahneler oldundan eminim ekranlara gelmesini sabırsızlıkla bekliyorum boyle guzel sinemalara isalah devaml gelir cukur izledim bir dizi,0,0.005813953488372093,6.083333333333333,3,0,0,172
